Director,Actors
,"Sarah Paulson, Finn Wittrock, Cynthia Nixon, Judy Davis"
Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong"
Brad Anderson,"Sam Worthington, Lily Rabe, Lucy Capri, Adjoa Andoh"
Vince Gilligan,"Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker"
,"Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever"
,"Ayumu Murase, Kaito Ishikawa, Yu Hayashi, Satoshi Hino"
Taylor Sheridan,"Elizabeth Olsen, Jeremy Renner, Graham Greene, Kelsey Asbille"
,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez"
Chris Buck Jennifer Lee,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad"
,"Victoria Pedretti, Oliver Jackson-Cohen, Amelia Eve, T'Nia Miller"
Elizabeth Banks,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks"
,"Gillian Jacobs, Paul Rust, Claudia O'Doherty, Mike Mitchell"
Peter Berg,"Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger"
,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos"
J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast"
,"Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario"
,"Ashton Kutcher, Sam Elliott, Grady Lee Richmond, Elisha Cuthbert"
,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps"
,"James Wolk, Kristen Connolly, Nonso Anozie, Billy Burke"
Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen, Jeremy Strong"
Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti"
Joe Penna,"Anna Kendrick, Daniel Dae Kim, Shamier Anderson, Toni Collette"
Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer"
Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson"
Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray"
Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow"
,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson"
Shane Meadows,"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim"
Galder Gaztelu-Urrutia,"Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale"
,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Carlson Young"
,"Ewan McGregor, Rebecca Dayan, David Pittu, Krysta Rodriguez"
,"Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey"
,"Nathan Stewart-Jarrett, Joe Gilgun, Iwan Rheon, Lauren Socha"
,"Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza"
Charlie Kaufman,"Jesse Plemons, Jessie Buckley, Toni Collette, David Thewlis"
Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear"
Jeff Wadlow,"Michael Peña, Maggie Q, Lucy Hale, Austin Stowell"
,"Martin Clunes, Caroline Catz, Ian McNeice, Joe Absolom"
Gary Fleder,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth"
Jane Campion,"Thomasin McKenzie, Jesse Plemons, Kirsten Dunst, Benedict Cumberbatch"
Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles"
Oriol Paulo,"Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie"
Bobby Farrelly Peter Farrelly,"Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans"
,"John Paul Tremblay, Robb Wells, Mike Smith, John Dunsworth"
,"Song Joong-ki, Jeon Yeo-bin, Taecyeon, Im Chul-soo"
,"Bob Saget, John Stamos, Dave Coulier, Candace Cameron Bure"
,"Brit Marling, Jason Isaacs, Scott Wilson, Alice Krige"
Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked"
,"Eric McCormack, Debra Messing, Megan Mullally, Sean Hayes"
,"Mike Colter, Simone Missick, Theo Rossi, Alfre Woodard"
,"Alison Brie, Marc Maron, Betty Gilpin, Britt Baron"
,"Nina Hellman, Marguerite Moreau, Zak Orth, Michael Showalter"
Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe"
,"Asante Blackk, Caleel Harris, Ethan Herisse, Marquis Rodriguez"
Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock"
,"Erin Krakow, Martin Cummins, Pascale Hutton, Jack Wagner"
,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes"
Alejandro G. Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough"
,"RuPaul, Michelle Visage, Carson Kressley, Ross Mathews"
,"Ian Bailey, Barry Roche, Eugene Gilligan, Bertrand Bouniol"
Eli Roth,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns"
,"Téa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek"
Hayao Miyazaki,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa"
,"Daniel Brühl, Dakota Fanning, Luke Evans, Robert Wisdom"
Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson"
,"Gordon Ramsay, Jean Philippe Susilovic, Scott Leibfried, Jason Thompson"
Ethan Coen Joel Coen,"Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy"
Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn"
,"Ben Platt, Zoey Deutch, Lucy Boynton, Julia Schlaepfer"
,"Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii"
,"Matt Beckerich, Rose Hardy, Miryam Lumpini, Tommy Montoya"
,"David Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evans"
,"Jeremy Clarkson, Richard Hammond, James May, The Stig"
George Gallo,"Morgan Freeman, Ruby Rose, Patrick Muldoon, Nick Vallelonga"
,"JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Anneliese Judge"
Dean Devlin,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara"
,"Kimie Tsukakoshi, Elizabeth Cullen, Mia Milnes, Julian Cullen"
,"Dawid Ogrodnik, Zofia Wichlacz, Andrzej Seweryn, Agnieszka Zulewska"
Greg Tiernan Conrad Vernon,"Seth Rogen, Kristen Wiig, Jonah Hill, Alistair Abell"
David Wain,"Frank Gingerich, Morgan Gingerich, Annette O'Toole, Harry Groener"
David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Mikael Persbrandt"
,"Natasha Lyonne, Charlie Barnett, Sharlto Copley, Annie Murphy"
,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun"
Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie"
,"Jonah Hill, Emma Stone, Sonoya Mizuno, Justin Theroux"
Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R. Hibbert"
Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw"
McG,"Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind"
,"Fred Armisen, Tom Kenny, Olan Rogers, Tika Sumpter"
,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight"
,"Katherine Heigl, Sarah Chalke, Ben Lawson, Ali Skovbye"
,"Gethin Anthony, Arliss Howard, Kelly Jenrette, Cameron Britton"
,"Frank Grillo, Kiele Sanchez, Matt Lauria, Jonathan Tucker"
,"Marguerite Moreau, Zak Orth, Paul Rudd, Michael Showalter"
Ben Wheatley,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes"
,"Aziz Ansari, Eric Wareheim, Lena Waithe, Noël Wells"
,"Richard Armitage, Shaun Dooley, Siobhan Finneran, Jacob Dudman"
Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt"
Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Megan du Plessis"
,"Ashley Walters, Kano, Shone Romulus, Micheal Ward"
Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile"
Kirk DeMicco Brandon Jeffords,"Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos González"
Alex Proyas,"Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman"
David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins, Tom Pelphrey"
,"Johnny Yong Bosch, Michelle Ruff, Stephanie Sheh, Jamieson Price"
,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Eugenio Siller"
,"Manoj Bajpayee, Ali Fazal, Harshvardhan Kapoor, Kay Kay Menon"
Jeff Tremaine,"Douglas Booth, Iwan Rheon, Machine Gun Kelly, Daniel Webber"
,"Kyle Richards, Adrienne Maloof, Camille Grammer, Lisa Vanderpump"
Mike Flanagan,"Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken"
David Mackenzie,"Chris Pine, Stephen Dillane, Rebecca Robin, Billy Howle"
,"Katee Sackhoff, JayR Tinaco, Elizabeth Faith Ludlow, Blu Hunt"
,"Rachel Bloom, Donna Lynne Champlin, Vincent Rodriguez III, Pete Gardner"
,"Sumire Morohoshi, Mariya Ise, Shinei Ueki, Lynn"
Mark Waters,"Rachael Leigh Cook, Tanner Buchanan, Madison Pettis, Addison Rae"
,"Yûki Kaji, Yôko Hikasa, Azumi Asakura, Shizuka Itô"
,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion"
Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale"
George Clooney,"George Clooney, Felicity Jones, David Oyelowo, Caoilinn Springall"
John Suits,"Cody Kearsley, Bruce Willis, Rachel Nichols, Kassandra Clementi"
Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer"
,"Lee Rosbach, Kate Chastain, Eddie Lucas, Ben Robinson"
Alessandro Carloni Jennifer Yuh Nelson,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie"
David Ayer,"Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez"
,"Cariba Heine, Phoebe Tonkin, Angus McLaren, Burgess Abernethy"
,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Tory Kittles"
Sita Likitvanichkul Jetarin Ratanaserikiat Apirak Samudkidpisan Thanabodee Uawithya Adirek Wattaleela,"Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong, Krit Jeerapattananuwong"
,"D.J. Cotrona, Zane Holtz, Jesse Garcia, Eiza González"
Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin"
,"Jun Fukuyama, Johnny Yong Bosch, Yuri Lowenthal, Takahiro Sakurai"
,"Kento Yamazaki, Tao Tsuchiya, Nijirô Murakami, Keita Machida"
Franklin J. Schaffner,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans"
Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal"
,"Bruce Campbell, Ray Santiago, Dana DeLorenzo, Lucy Lawless"
Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger"
Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner"
David Bruckner,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton"
Michael Polish,"Emile Hirsch, Mel Gibson, David Zayas, Kate Bosworth"
Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig"
,"Manaka Iwami, Laura Bailey, Nobunaga Shimazaki, Eric Vale"
Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp"
,"Veronica Taylor, Rachael Lillis, Eric Stuart, Ikue Ôtani"
,"Katherine Langford, Devon Terrell, Gustaf Skarsgård, Daniel Sharman"
Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster"
Joe Berlinger,"Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer"
,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox"
,"Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford"
John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini"
Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup"
,"Steve Carell, John Malkovich, Ben Schwartz, Diana Silvers"
,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph"
,"Bae Suzy, Nam Joo-Hyuk, Kim Seon-Ho, Kang Han-na"
,"Jordi Aguilar, Aitor Luna, Pablo Derqui, Ginés García Millán"
Ferdinando Cito Filomarino,"John David Washington, Alicia Vikander, Boyd Holbrook, Vicky Krieps"
J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund"
Marcos Bucay,"Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini"
,"Song Kang, Lee Jin-Wook, Lee Si-young, Lee Do-Hyun"
Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright"
,"Alba Baptista, Toya Turner, Kristina Tonteri-Young, Lorena Andrea"
,"McKell David, Thaddea Graham, Jojo Macari, Harrison Osterfield"
,"Matthew Fox, Scott Wolf, Neve Campbell, Lacey Chabert"
,"Steven Van Zandt, Trond Fausa, Steinar Sagen, Marian Saastad Ottesen"
,"Jason Momoa, Landon Liboiron, Zoe Boyle, Greg Bryk"
,"Sebastian Osorio, Estefania Piñeres, Nicole Santamaria, Patricia Tamayo"
Brad Peyton,"Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan"
Kirk DeMicco Chris Sanders,"Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener"
,"Michael C. Hall, Amy James-Kelly, Amanda Abbington, Freddie Thorp"
Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook"
,"Lior Raz, Itzik Cohen, Neta Garty, Rona-Lee Shim'on"
Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty"
Michael Lockshin,"Fedor Fedotov, Sonya Priss, Yuriy Borisov, Kirill Zaytsev"
,"Phil Jackson, Michael Jordan, David Aldridge, Scottie Pippen"
Eli Roth,"Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone"
Robert Rodriguez,"YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas, Lyon Daniels"
John Landis,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy"
John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch"
Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn"
Nancy Meyers,"Diane Keaton, Kieran Culkin, Kimberly Williams-Paisley, Florence Pugh"
,"Kerry Ardra, Everardo Arzate, Iliana Donatlán, Arelí González"
Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House"
Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson"
,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Spike Spencer"
Terry Gilliam Terry Jones,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam"
,"Shira Haas, Amit Rahav, Jeff Wilbusch, Alex Reid"
Tommy Wirkola,"Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari"
,"Kathryn Newton, Gideon Adlon, Sean Berdy, Natasha Liu Bordizzo"
,"Aaron Stanford, Amanda Schull, Noah Bean, Barbara Sukowa"
,"Samuel Barnett, Elijah Wood, Hannah Marks, Jade Eshete"
Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche"
,"Yoshitsugu Matsuoka, Haruka Tomatsu, Bryce Papenbrook, Cherami Leigh"
Remi Weekes,"Sope Dirisu, Wunmi Mosaku, Malaika Wakoli-Abigaba, Matt Smith"
,"Louis Hunter, Christiaan Schoombie, Bella Dayne, Chloe Pirrie"
,"Brian Quinn, James Murray, Sal Vulcano, Joe Gatto"
,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane"
Jeymes Samuel,"Jonathan Majors, Idris Elba, Zazie Beetz, Edi Gathegi"
David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan"
Gore Verbinski,"Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin"
,"Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones"
Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart"
Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan"
,"Jake Manley, Sarah Grey, Adam DiMarco, Louriza Tronco"
,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo"
Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett"
,"Dallas Roberts, Debby Ryan, Christopher Gorham, Kimmy Shields"
Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino"
,"Regina King, John Witherspoon, Gary Anthony Williams, Cedric Yarbrough"
Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke"
,"Famke Janssen, Bill Skarsgård, Landon Liboiron, Joel de la Fuente"
,"Richard Steven Horvitz, David Yost, Ed Neil, David J. Fielding"
,"Matthew Hoffman, Kaitlynn Anderson, Mackenzie Dipman, Moira Tumas"
,"Lauren Graham, Alexis Bledel, Scott Patterson, Kelly Bishop"
Hadrah Daeng Ratu,"Nadya Arina, Refal Hady, Giorgino Abraham, Laura Theux"
Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura"
,"Estelle Caswell, Samira Wiley, Maria Bello, Kristen Bell"
,"Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita, Tokio Emoto"
Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion"
Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker"
,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio"
Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald"
Joe Carnahan,"Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel"
Jim Mickle,"Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall"
,"Zach Callison, Deedee Magno, Michaela Dietz, Estelle"
Mikael Håfström,"Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham"
April Mullen,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen"
,"Chicha Amatayakul, Tris Ren, Naomi Amante, Rich Ting"
McG,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger"
Tim Story,"Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall"
David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"
Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker, Annette Bening"
,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman"
Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Adria Arjona, Amy Brenneman"
Mike Newell,"Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson"
,"Mamoru Miyano, Asami Imai, Kana Hanazawa, Ashly Burch"
Gary Trousdale Kirk Wise,"Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart"
Tim Hill,"Tim Hill, Clancy Brown, Bill Fagerbakke, Rodger Bumpass"
Andrew Stanton Angus MacLane,"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson"
,"Austin Butler, Ivana Baquero, Manu Bennett, Aaron Jakubenko"
Tyler Spindel,"David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson"
Chung-Hyun Lee,"Park Shin-Hye, Jeon Jong-seo, Sung-ryung Kim, Lee El"
Michael Mann,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke"
Clay Glen,"Emily Morris, Stella Shute, Adam Tuominen, Carmel Johnson"
,"Sophia Lillis, Wyatt Oleff, Sofia Bryant, Kathleen Rose Perkins"
Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott"
,"Tig Notaro, Yetide Badaki, Monica Barbaro, Ross Butler"
Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola"
,"Johnny Flynn, Antonia Thomas, Daniel Ings, Joshua McGuire"
Coralie Fargeat,"Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède"
Len Wiseman,"Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale"
,"Sarah Lancashire, Siobhan Finneran, Shane Zaza, Charlie Murphy"
,"Laurence Rupp, Jeanne Goursaud, David Schütter, Bernhard Schütz"
,"Miho Okasaki, Brittney Karbowski, Mallorie Rodak, Megumi Toyoguchi"
,"Alba Flores, María Isabel Díaz Lago, Marta Aledo, Najwa Nimri"
Herbert Ross,"Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest"
,"Rosa Salazar, Mark Acheson, Daniel Doheny, Catherine Keener"
,"Anson Mount, Colm Meaney, Robin McLeavy, Phil Burke"
,"Alana Barrett-Adkins, Emily Eden, Asha Etchison, Moziah"
,"Cherami Leigh, Todd Haberkorn, Tia Lynn Ballard, Colleen Clinkenbeard"
John Crowley,"Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent"
Guillermo del Toro Mark Gustafson,"Finn Wolfhard, Cate Blanchett, Ewan McGregor, Tilda Swinton"
,"Kirsten Dunst, Théodore Pellerin, Mel Rodriguez, Beth Ditto"
Lars Klevberg,"Tim Matheson, Ben Daon, Zahra Anderson, Serge Jaswal"
Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw"
Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves"
,"Pauline Etienne, Laurent Capelluto, Mehmet Kurtulus, Babetida Sadjo"
,"Kellen Goff, Bill Butts, Paul Castro Jr., Ryan Colt Levy"
Glendyn Ivin,"Naomi Watts, Griffin Murray-Johnston, Andrew Lincoln, Essi Murray-Johnston"
Kim Tae-hyung,"Lee Sung-min, Park Hae-joon, Kim Yoo-jeong, Nam Da-reum"
Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco"
,"Tom Waes, Frank Lammers, Manou Kersting, Anna Drijver"
John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher"
,"Beren Saat, Mehmet Günsür, Melisa Senolsun, Civan Canova"
,"Khloé Kardashian, Kim Kardashian, Kourtney Kardashian, Kris Jenner"
Florian Henckel von Donnersmarck,"Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton"
Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton"
,"Yvonne Strahovski, Jai Courtney, Asher Keddie, Fayssal Bazzi"
,"Richard Roxburgh, Matt Day, Kate Box, Caroline Brazier"
Peter Berg,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont"
,"Setsuo Ito, Takahiro Sakurai, Akio Ôtsuka, Miyu Irino"
Julio Quintana,"Dennis Quaid, Jimmy Gonzales, Miguel Angel Garcia, Anthony Gonzalez"
,"Tatiana Maslany, Diego Luna, Nick Offerman, Frank Welker"
Jude Weng,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro"
Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard"
Steven Brill,"Adam Sandler, Kevin James, Julie Bowen, Ray Liotta"
Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough"
,"Ben Diskin, Shinnosuke Mitsushima, Michelle Ruff, Minami Takayama"
,"Dan Russell, Teresa Gallagher, Kerry Shale, Kyla Rae Kowalewski"
Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley"
,"Essie Davis, Nathan Page, Hugo Johnstone-Burt, Ashleigh Cummings"
,"Kim Soo-hyun, Seo Ye-Ji, Oh Jeong-Se, Park Gyuyoung"
,"Madison Reyes, Charlie Gillespie, Owen Joyner, Jeremy Shada"
Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Alia Shawkat, Patrick Stewart"
Kwang Il Han,"Graham McTavish, Theo James, Mary McDonnell, Lara Pulver"
,"Adeel Akhtar, Paul Higgins, Neil Maskell, Fiona O'Shaughnessy"
Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk"
,"Claes Bang, Dolly Wells, Morfydd Clark, Jonathan Aris"
Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton"
Hayao Miyazaki,"Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi"
Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio"
Donovan Marsh,"Erica Wessels, Hlubi Mboya, Leshego Molokwane, Nomvelo Makhanya"
Henry Joost Ariel Schulman,"Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro"
,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry"
,"Santiago Cabrera, Jennifer Finnigan, Charlie Rowe, Jacqueline Byers"
Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann"
,"Lisa Ambalavanar, Ellie Duckles, Rosie Dwyer, Jack Kane"
,"Vivienne Acheampong, Sanjeev Bhaskar, Asim Chaudhry, Gwendoline Christie"
Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha"
Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen"
Sam Levinson,"John David Washington, Zendaya"
Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne"
